3.678804910406689999e-01,2.582836539179160784e-01,3.581863188284630795e-01
7.354860541920958950e-01,5.488483515336968210e-01,2.326807999565935203e-01
1.052015655752340795e-01,1.485236360623299889e-01,4.769987968929221278e-01
3.023844508454779367e-01,2.574051462539794222e-01,3.780862396771995648e-01
5.994345386428412414e-01,4.531420947092299478e-01,2.093758108483625979e-01
6.351339114989513757e-01,4.967262178658939931e-01,2.110656675635373958e-01
7.546777916134288500e-01,5.156129671999528652e-01,1.862285581531564482e-01
6.516891074355277702e-01,5.330533065430451689e-01,1.638692744523203570e-01
8.096048243293354485e-01,6.261631174929420673e-01,9.237353182088489656e-02
6.239858142849946665e-01,5.275275248893984692e-01,2.103051702456383565e-01
5.512845891689992506e-01,4.410492238100991447e-01,2.430630139616145047e-01
4.839573703093303370e-01,3.785142167800487623e-01,3.015140314922141740e-01
4.583910335062034158e-01,3.930040236456319169e-01,3.522642863430524018e-01
4.405071976617960794e-01,4.025609457282727788e-01,3.116221508159855436e-01
7.126551077372931253e-01,5.936540709829861706e-01,1.845018212939294189e-01
4.603351368203102423e-01,3.412838118550435840e-01,2.952319138563574419e-01
2.924739666560871587e-01,2.058141450846205645e-01,4.360087620867217351e-01
2.448440676351089640e-01,2.325340512057387232e-01,3.805942096893214499e-01
6.399868441166499666e-01,4.900196589059010455e-01,2.032850425064093303e-01
1.750656375859783731e-01,1.905628936359455017e-01,4.651829851536354310e-01
8.013462571089670083e-01,6.605202253825348535e-01,1.020983918538919955e-01
5.457481208695269537e-01,4.570146291636232871e-01,3.063091184377030873e-01
8.625224720543342993e-01,6.105871216752374320e-01,7.364809139530431592e-02
8.726201227919219150e-01,6.454094407258754718e-01,7.214029738103219791e-02
5.262071734608384510e-01,4.039924060212314316e-01,2.978508139573724511e-01
2.576183759931379713e-01,2.162102554291690237e-01,3.809928371429037730e-01
7.590900495875816389e-01,5.673491342791091574e-01,1.246463375786805161e-01
1.993188620054642257e-01,1.344254570134481019e-01,4.381676104327455468e-01
4.224096811448780353e-01,3.139054866011279921e-01,3.722133896050842106e-01
1.618419227364301660e-01,1.897953337134817287e-01,4.724178754590113161e-01
2.786170826031835190e-01,2.766800221783829450e-01,4.203871711829486046e-01
1.991801989196186340e-01,2.188147054880962838e-01,4.131115460797333827e-01
3.926174482243919295e-01,3.482613083683300248e-01,3.534546894595527178e-01
2.953398376310000240e-01,3.202371967001951258e-01,4.429774174765851447e-01
6.016748891265734089e-01,4.488943870503376288e-01,2.793141346119949464e-01
8.662893102319387806e-01,6.566289862976786296e-01,1.322173385883894936e-01
7.876281686163719709e-01,5.998944699277485304e-01,1.564088183586400393e-01
4.594245926914987677e-01,3.292775835785708982e-01,3.707111868732578808e-01
3.282164233361919425e-01,3.151594846649841131e-01,3.382451266806140722e-01
3.015066007438734208e-01,2.830077101851509735e-01,3.592141292044011003e-01
1.937135026301069485e-01,1.592268633044042758e-01,4.126022053387218835e-01
8.078748406862861220e-01,5.918917627323198039e-01,1.931351944063162684e-01
1.802871995967263996e-01,1.888774744883673640e-01,4.850098771227534522e-01
5.876600186568011752e-01,5.173719267457473903e-01,2.899117564963266669e-01
8.578995992552217453e-01,6.901249234261837007e-01,1.569362128985132554e-01
2.337356376716510642e-01,2.464622336176564843e-01,4.223556588814217916e-01
2.723192038499995249e-01,2.126545827490496643e-01,4.404719847617436512e-01
8.216912282992203664e-01,5.823684549559603463e-01,1.703585730666477560e-01
4.239562611175494711e-01,3.534421998848373825e-01,3.412903485085602151e-01
5.872401597733950540e-01,4.117723504259636624e-01,2.933896181684240712e-01
4.442793998502407860e-01,3.904100767548217554e-01,3.170232382359400303e-01
3.023251306411427475e-01,2.930229737485754438e-01,4.032214946251991838e-01
7.654536887353771135e-01,6.110242493982833700e-01,1.511510280788129212e-01
3.293907428857832942e-01,2.932405577870464963e-01,3.989426280584200124e-01
8.515506556986167652e-01,5.843594314729184669e-01,1.220330814974173728e-01
5.971404007676476278e-01,4.454862688776036750e-01,3.017947069532835869e-01
2.814566664428279630e-01,2.936440457880330479e-01,3.665321080091366590e-01
2.821351198633144097e-01,2.371618684714483505e-01,4.270806562043901744e-01
3.379574765014433657e-01,3.014971450201301417e-01,4.044170501211093449e-01
4.892204511531867972e-01,4.279920654239043332e-01,3.298497799910108386e-01
6.379219030051526129e-01,4.769797783806780656e-01,2.191842947552675724e-01
5.093799223240617069e-01,4.325792050726745552e-01,3.297445504253674331e-01
4.018448740184606960e-01,2.740888787411301930e-01,3.866034354700320086e-01
7.421180026926325057e-01,5.581285071902285511e-01,1.580240120025868389e-01
6.326919319129311603e-01,5.297591499000315896e-01,1.789722560468106627e-01
5.033243422377067233e-01,3.780416521721833290e-01,3.313302731294350822e-01
7.984335234049815266e-01,5.498208403199249528e-01,2.117538273612137312e-01
3.406379737970411936e-01,3.502244035146712120e-01,3.919086736605735255e-01
7.978766859108816778e-01,5.475000198558885867e-01,1.586620122985990533e-01
7.176507132784220033e-01,5.843832028114189781e-01,1.406496350591542321e-01
1.725430589598018205e-01,1.501409271264367573e-01,4.442152832437962218e-01
7.556679486946690227e-01,5.641768313430455262e-01,2.042816697924330072e-01
1.898050479706746563e-01,1.492758861958930483e-01,4.400867118703968295e-01
7.863587503491704656e-01,5.677555130412518247e-01,1.526890218592468207e-01
5.633833623412733971e-01,4.463266454184364185e-01,3.177656168452671070e-01
4.496792759281805774e-01,3.122995803014729788e-01,3.103822407183293164e-01
8.492092658735233002e-01,6.661547339367464016e-01,1.129414154140862547e-01
4.194771055980767716e-01,2.949254821390404624e-01,3.412180141341928929e-01
5.896203713598151541e-01,5.010006119076375608e-01,2.773105115266720211e-01
3.683213289231020426e-01,3.040038228640671303e-01,3.873614830609498627e-01
5.357687721951087667e-01,3.696369392685061595e-01,3.257477391846788084e-01
3.822601614471939357e-01,3.038714671131000356e-01,3.724757526366844762e-01
5.231933357440090582e-01,4.457419212032447953e-01,3.051079396610765770e-01
8.567889852924340799e-01,6.806025571141182118e-01,1.269993626971475664e-01
5.490781004219916772e-01,4.215203066386112862e-01,2.816745789492557939e-01
4.167447744503275930e-01,3.043400033515577530e-01,3.950824706656154151e-01
5.310301736586604537e-01,4.252577100595767989e-01,3.117017148972173191e-01
6.443868995401527133e-01,5.157466156268954993e-01,2.452031635331670956e-01
3.368499932444820599e-01,3.093478209232904397e-01,3.472491103664716028e-01
5.296105729478233215e-01,3.611178640925926664e-01,2.888214538899657180e-01
2.956626425785044976e-01,3.058498610748726643e-01,3.905286135161989414e-01
7.301509898801110676e-01,5.138582779535523226e-01,1.824492383134330431e-01
7.703236109007637333e-01,5.580436699831317071e-01,1.340531179566878117e-01
4.841597895210458802e-01,3.658279388783744479e-01,3.591341744386128965e-01
7.134858089427813521e-01,5.950341754759465029e-01,2.148901959762019032e-01
3.996012001816751091e-01,3.258257809472694388e-01,3.977452082058964833e-01
6.935226094775768235e-01,4.777474946286420221e-01,2.206151955276886012e-01
1.587281083527989356e-01,2.027943749263048101e-01,4.953239611689840283e-01
5.802888061652136109e-01,4.301475965749619879e-01,3.018285714475539283e-01
5.158163118265851610e-01,3.845987188369048848e-01,3.051676688969834350e-01
8.054163605255935110e-01,5.558643344474578640e-01,1.696895173430549575e-01
3.796669999891243985e-01,2.887971282146040708e-01,4.150075883173128810e-01
6.965802319625056249e-01,5.312001034170270586e-01,1.518657537705551952e-01
1.230643197343568862e-01,1.571077858551906403e-01,4.543173442786961336e-01
